model,ring,j,l,gx,gy,gz,units
joint_trial,3,-3,9,-0.0009732329622406872,1.1573228536659899e-05,-0.00017257481513949783,eV/L0
joint_trial,3,-3,10,-0.0007306409724544466,0.0001438030707652445,-9.864096517440214e-05,eV/L0
joint_trial,3,-2,-7,-0.0003934686725473782,0.00032052953725718986,0.0007911525437156505,eV/L0
joint_trial,3,-2,-6,-0.0005268151162637989,0.00017211465815467332,-0.0002273386509635882,eV/L0
joint_trial,3,-2,-5,-0.00043470412690218717,-6.0596080094691134e-05,-0.0001971835639054794,eV/L0
joint_trial,3,-2,-4,-0.00018407936834557265,-0.00034129359334401585,-0.00028018248781104614,eV/L0
joint_trial,3,-2,-3,0.00025133685398263337,-0.00044823927658843587,-0.00016227406416104248,eV/L0
joint_trial,3,-2,-2,6.477050388135299e-05,-1.178475029760987e-05,4.151209455513887e-05,eV/L0
joint_trial,3,-2,-1,-0.0036148440853807353,0.0014752694715161423,0.0006295216165707581,eV/L0
joint_trial,3,-2,0,-0.005538635903627197,0.001155587212128549,0.004381642179431083,eV/L0
joint_trial,3,-2,1,0.015505724939138129,0.014469112452162423,0.00476900913436703,eV/L0
joint_trial,3,-2,2,0.007299183100653518,0.007530929105034859,-0.0020150403908770877,eV/L0
joint_trial,3,-2,3,3.909270273451695e-05,-0.004042489672639937,0.005700740469131751,eV/L0
joint_trial,3,-2,4,-0.0037892763875152606,0.00046918475643784697,-0.0027124698015146788,eV/L0
joint_trial,3,-2,5,-0.004657677874348353,-0.0013527569210287859,-0.0026721842057631476,eV/L0
joint_trial,3,-2,6,-0.0031450094520378293,-0.00034513423384566693,-0.001294858183140965,eV/L0
joint_trial,3,-2,7,-0.001971518137200355,-0.00029796031579608785,-0.0007317105868314106,eV/L0
joint_trial,3,-2,8,-0.0012908770470370957,-0.00011727181800107604,-0.00036146967566553134,eV/L0
joint_trial,3,-2,9,-0.0009136454138962333,-0.00010609588187058134,-0.00013035463621001317,eV/L0
joint_trial,3,-2,10,-0.000686621229793922,8.788187213399905e-05,-4.2886230639216136e-05,eV/L0
joint_trial,3,-1,-8,-0.0005240281669129733,0.000203317053132765,0.001355588783606313,eV/L0
joint_trial,3,-1,-7,-0.0006318320118861261,0.0007955041605644428,-0.0001687597707761051,eV/L0
joint_trial,3,-1,-6,-0.0006949938117035834,0.0004095856869263444,-0.00023493210862145483,eV/L0
joint_trial,3,-1,-5,-0.0007159492449548487,0.0001965122485942089,-0.00013865248614253846,eV/L0
joint_trial,3,-1,-4,-0.0004039489686663498,-4.434747687469837e-05,2.2136108365445702e-05,eV/L0
joint_trial,3,-1,-3,0.0009034580002167416,-0.0001516116018698066,0.0003760390356121718,eV/L0
joint_trial,3,-1,-2,0.003807847859303881,0.0009908536030661002,0.0011187763172666476,eV/L0
joint_trial,3,-1,-1,0.00027878448242079544,0.007763876160758416,0.005608781745617125,eV/L0
joint_trial,3,-1,0,-0.028251697413583705,0.013011091619410019,0.017290710294390794,eV/L0
joint_trial,3,-1,1,0.024646383045949658,0.017915959079859815,0.002827498083449134,eV/L0
joint_trial,3,-1,2,-9.605919922495489e-05,-0.005932641526918559,0.007640588264010426,eV/L0
joint_trial,3,-1,3,-0.007477735673931374,-0.0009942801323161012,-0.0077567892532852435,eV/L0
joint_trial,3,-1,4,-0.00843961600861718,-0.0030776871783297385,-0.006408056062308433,eV/L0
joint_trial,3,-1,5,-0.0047054949908748155,-0.0006233430857815235,-0.002841952681151357,eV/L0
joint_trial,3,-1,6,-0.0025002554104916475,-0.00023652589059790872,-0.0015353934417786808,eV/L0
joint_trial,3,-1,7,-0.0014992375791223762,1.0200329355661834e-05,-0.0008034490492020092,eV/L0
joint_trial,3,-1,8,-0.001044810943977923,-0.00012262076688205362,-0.000375342517924657,eV/L0
joint_trial,3,-1,9,-0.0008192805953328016,-0.00013022679675684341,-0.0001773482314524442,eV/L0
joint_trial,3,-1,10,-0.0006876801658914748,0.00014791642437346844,-0.00012322821615199617,eV/L0
joint_trial,3,0,-8,-0.00062590979766994,0.0011054922698241869,0.0005003879656895571,eV/L0
joint_trial,3,0,-7,-0.0007923980979329944,0.0013045830973503548,-0.0003763661297601693,eV/L0
joint_trial,3,0,-6,-0.0009428874200694692,0.0015322931617804006,-0.00044382128580505123,eV/L0
joint_trial,3,0,-5,-0.0011797794667137782,0.0017902260424417515,-0.0005247855617661411,eV/L0
joint_trial,3,0,-4,-0.0013473114009268966,0.001956719855762582,-0.000556572844646899,eV/L0
joint_trial,3,0,-3,-0.00054214079219948,0.0023363072164799084,-0.00013402098408180681,eV/L0
joint_trial,3,0,-2,0.00565292578708875,0.004127715198550349,-0.0004942605005389996,eV/L0
joint_trial,3,0,-1,0.0281319038453076,0.01965315476280503,0.006472624912538269,eV/L0
joint_trial,3,0,0,-0.0003462825091552625,0.17970097969981325,0.12977291052312104,eV/L0
joint_trial,3,0,1,0.0011173281688607224,0.05843326905105805,-0.08377251393743618,eV/L0
joint_trial,3,0,2,-0.024938287544170462,-0.009720485165911836,-0.017008495502184102,eV/L0
joint_trial,3,0,3,-0.016071872598892624,-0.009957140494809953,-0.012372009444232323,eV/L0
joint_trial,3,0,4,-0.006625739295782787,-0.00463022470129551,-0.007285914152142164,eV/L0
joint_trial,3,0,5,-0.0031538028684319637,-0.003381247086215612,-0.004383443760467841,eV/L0
joint_trial,3,0,6,-0.0017789552826808102,-0.002485715701927921,-0.0023455296229075535,eV/L0
joint_trial,3,0,7,-0.0011898792522314198,-0.0019428091994004332,-0.001270644608494947,eV/L0
joint_trial,3,0,8,-0.0008828436101221784,-0.001458844507623028,-0.0005548554038655699,eV/L0
joint_trial,3,0,9,-0.0008230724837896844,-0.0010668309256257355,-0.0006734943154581786,eV/L0
joint_trial,3,1,-9,-0.0005084609420543387,0.0005488433271260785,0.00048401727986102487,eV/L0
joint_trial,3,1,-8,-0.0006644698606520498,0.001374738713911552,0.00025646370892316476,eV/L0
joint_trial,3,1,-7,-0.0008486004013169741,0.0016319652138362824,0.0005755781891621445,eV/L0
joint_trial,3,1,-6,-0.001126213603075613,0.002010909326386466,0.001293861685551419,eV/L0
joint_trial,3,1,-5,-0.001638319335590837,0.0024939119783082995,0.0023209858744006563,eV/L0
joint_trial,3,1,-4,-0.002810646784116323,0.003253662090558716,0.004277770162843827,eV/L0
joint_trial,3,1,-3,-0.005789991633453207,0.004185471831735402,0.00691322346068848,eV/L0
joint_trial,3,1,-2,-0.014660512193185057,0.008837854534923698,0.01123750284542911,eV/L0
joint_trial,3,1,-1,-0.024097984310144333,0.00858673024284616,0.014878266258413847,eV/L0
joint_trial,3,1,0,-0.0010309323766160164,-0.05908046337401394,0.08227648693799425,eV/L0
joint_trial,3,1,1,0.00031634334736319665,-0.18176003985111555,-0.12580026939735042,eV/L0
joint_trial,3,1,2,0.027581695356412316,-0.019995232737174264,-0.005452718698791587,eV/L0
joint_trial,3,1,3,0.004892077262925122,-0.004236490603780906,0.0005380930135090185,eV/L0
joint_trial,3,1,4,-0.0010566253342769898,-0.002415467864957624,9.203722414608159e-05,eV/L0
joint_trial,3,1,5,-0.0015831235827019495,-0.0020284494860956415,0.000634465098363857,eV/L0
joint_trial,3,1,6,-0.0012729978644833533,-0.0018659299071269008,0.0007251231493364375,eV/L0
joint_trial,3,1,7,-0.0009859431046653935,-0.0016579968712433348,0.0006970276911390688,eV/L0
joint_trial,3,1,8,-0.0008507696063445141,-0.0016065512656109684,0.0006063327809509268,eV/L0
joint_trial,3,1,9,-0.0007821804452580362,-0.0006611574820078919,-0.0007640349369202897,eV/L0
joint_trial,3,2,-9,-0.0006421343826576494,8.396725637977124e-05,0.00028218403671554276,eV/L0
joint_trial,3,2,-8,-0.0007490225308391545,0.00023248158438108667,0.0001977540022403615,eV/L0
joint_trial,3,2,-7,-0.0009769123636433222,0.00011888839002908892,0.0004984634815484641,eV/L0
joint_trial,3,2,-6,-0.0013921544338080754,3.063752932000448e-05,0.0008658105925884486,eV/L0
joint_trial,3,2,-5,-0.002282250640099826,0.0002465073753282407,0.0015331834474618536,eV/L0
joint_trial,3,2,-4,-0.004289477376112008,0.0005809284505294602,0.0027055383801898834,eV/L0
joint_trial,3,2,-3,-0.007834165390306264,0.0028340942082016886,0.005970723044502642,eV/L0
joint_trial,3,2,-2,-0.007121349905623983,0.0007275974269039299,0.00740625472672603,eV/L0
joint_trial,3,2,-1,9.519402039984017e-05,0.0045624801587177055,-0.0071957101856502505,eV/L0
joint_trial,3,2,0,0.024403820832753612,-0.018277484716405553,-0.003793792440168422,eV/L0
joint_trial,3,2,1,-0.027440561980874606,-0.011542300100463379,-0.016143826329823457,eV/L0
joint_trial,3,2,2,-0.00026546059535122353,-0.007265490178823073,-0.004985293210665385,eV/L0
joint_trial,3,2,3,0.003298037350618594,-0.0007491275148166947,-0.0011714169767826743,eV/L0
joint_trial,3,2,4,0.0006096349459162413,0.0003024768919255833,-0.0005875449603169739,eV/L0
joint_trial,3,2,5,-0.000546178759346869,0.00017823211934065916,-0.00018016858548442936,eV/L0
joint_trial,3,2,6,-0.0007767269253999083,-0.00012296114167479195,-9.994851920690098e-05,eV/L0
joint_trial,3,2,7,-0.000730687583164178,-0.0002742953838887898,5.300398329737273e-05,eV/L0
joint_trial,3,2,8,-0.000784322283662803,-0.0004646669548705227,-0.0008134311934587532,eV/L0
joint_trial,3,3,-9,-0.0006915560342238612,5.497570019557669e-05,4.6883692249585235e-05,eV/L0
joint_trial,3,3,-8,-0.0008875073736761005,0.0001854494639921142,0.00014316069131611197,eV/L0
joint_trial,3,3,-7,-0.001183087656689024,0.00011647590698518573,0.00038289704826964223,eV/L0
joint_trial,3,3,-6,-0.0018056545670261904,0.00026484932626967116,0.0007281115221458367,eV/L0
joint_trial,3,3,-5,-0.0028735276734833826,0.0002979608850931821,0.001234777219567003,eV/L0
joint_trial,3,3,-4,-0.004327947267738703,0.0012147952497046511,0.002520946308302853,eV/L0
joint_trial,3,3,-3,-0.003718916725337891,-0.000495829517001287,0.0027657845015873444,eV/L0
joint_trial,3,3,-2,-2.443110072141465e-05,0.003754705189944718,-0.005332727912554696,eV/L0
joint_trial,3,3,-1,0.007314314861045958,-0.007334919725440037,0.0014151037038651465,eV/L0
joint_trial,3,3,0,0.015214876628446141,-0.014036710097700184,-0.005072948237528086,eV/L0
joint_trial,3,3,1,-0.005001413209319429,-0.0006399667048614324,-0.0038916628337362686,eV/L0
joint_trial,3,3,2,-0.0034745520199220294,-0.0013113603530656485,-0.00024408280463259976,eV/L0
joint_trial,3,3,3,-5.6103603197986475e-05,4.55229868483414e-05,4.9637651734292123e-05,eV/L0
joint_trial,3,3,4,0.00013777286482591884,0.0004896870196130687,0.00021498698777078776,eV/L0
joint_trial,3,3,5,-0.00025503029486989684,0.00029626039465380504,0.0003341297887448311,eV/L0
joint_trial,3,3,6,-0.0004760852424476241,0.00019661108067734812,0.0005716004649298789,eV/L0
joint_trial,3,3,7,-0.0005946378852567467,-0.0003985502322433743,-4.292787061502872e-05,eV/L0
joint_trial,3,3,8,-0.0006217308829967397,0.00027404067737777483,-0.0003289070205669692,eV/L0
joint_trial,3,4,-9,-0.0007463606918912396,-1.3490759671389957e-05,7.099741142550582e-05,eV/L0
joint_trial,3,4,-8,-0.0009689471062492459,3.5499501283842466e-05,0.00020863309342279482,eV/L0
joint_trial,3,4,-7,-0.0011992508590375351,0.00010387683029159593,0.0004332865890898995,eV/L0
joint_trial,3,4,-6,-0.0017133148066110825,0.00015983009310860334,0.0007010786892921068,eV/L0
joint_trial,3,4,-5,-0.002188473982382426,0.0006834411285257853,0.0010738639781198561,eV/L0
joint_trial,3,4,-4,-0.0016268339255937235,-0.0004488210168603769,0.0010906286403421527,eV/L0
joint_trial,3,4,-3,3.6819876072812786e-05,0.0016812372235010572,-0.0024260100054912946,eV/L0
joint_trial,3,4,-2,0.0037069082673110154,-0.0023164680298478056,0.0012955228615196368,eV/L0
joint_trial,3,4,-1,0.00793185005986597,-0.0065029773100447755,-0.0007378360877224779,eV/L0
joint_trial,3,4,0,0.006137239078807702,-0.008127964535790172,-0.0019324798541514626,eV/L0
joint_trial,3,4,1,0.0009224914043141429,-0.0005362105514761238,-0.0022149363748376226,eV/L0
joint_trial,3,4,2,-0.0006525875861945119,-0.00039215080631857475,0.0004959732290315959,eV/L0
joint_trial,3,4,3,-0.00017011243598402814,0.00038251359219285857,0.00040149606985745353,eV/L0
joint_trial,3,4,4,-4.931628741124975e-06,0.0004380663363975924,0.00030077232268687585,eV/L0
joint_trial,3,4,5,-0.000124532958093215,0.0004421508266817674,0.000498023970877713,eV/L0
joint_trial,3,4,6,-0.0003072822039480884,-0.0004101452445906258,-7.141083563897656e-05,eV/L0
joint_trial,3,4,7,-0.0004983580458271246,4.860452333336002e-05,-0.00010325828098923948,eV/L0
joint_trial,3,5,-9,-0.0005831416618837082,-2.8141345724554718e-05,0.0001600217003288695,eV/L0
joint_trial,3,5,-8,-0.0009466402275078313,6.352391501880731e-05,0.0002977628753018371,eV/L0
joint_trial,3,5,-7,-0.0010526302342514899,6.278938326398562e-05,0.00038866924166510927,eV/L0
joint_trial,3,5,-6,-0.0011396989980046082,0.00040524688217128676,0.00037055911886209824,eV/L0
joint_trial,3,5,-5,-0.0008030139273061203,-0.00017985984612475987,0.0004334234714446469,eV/L0
joint_trial,3,5,-4,3.078576704730511e-05,0.0008889851173038932,-0.0012711383763589496,eV/L0
joint_trial,3,5,-3,0.0016703474220027186,-0.0008255652042408022,0.000725574582951338,eV/L0
joint_trial,3,5,-2,0.004355496883719041,-0.002696431495644664,-0.0003354564304191597,eV/L0
joint_trial,3,5,-1,0.004352496211564787,-0.002678235280970473,0.00033819925474891474,eV/L0
joint_trial,3,5,0,0.0029345977821515676,-0.005142584171147009,-0.0017764940744988873,eV/L0
joint_trial,3,5,1,0.0015105052099949126,-7.95450988673344e-06,-0.0020932599807470314,eV/L0
joint_trial,3,5,2,0.0005317811418373411,-7.308338872380978e-05,0.00023483601196469455,eV/L0
joint_trial,3,5,3,0.0002505109768896224,0.0004316834499831218,0.00017149625014466213,eV/L0
joint_trial,3,5,4,0.00013148695922689932,0.0006289579572489851,0.00024619786266993156,eV/L0
joint_trial,3,5,5,1.2231494122204321e-06,-0.00020398692208315473,-0.00017161545222876297,eV/L0
joint_trial,3,5,6,-0.00022902723384273435,0.0001026195829446485,1.604662279541033e-05,eV/L0
joint_trial,3,6,-8,-0.0006384292103023347,-5.1733618176369646e-05,0.0004357133447022931,eV/L0
joint_trial,3,6,-7,-0.0007364571219068767,0.00019257467955743638,0.00017689397147144763,eV/L0
joint_trial,3,6,-6,-0.00042633969156449797,-9.712460875592298e-05,0.0002396188792949321,eV/L0
joint_trial,3,6,-5,3.2676354262542956e-05,0.0004888182934430724,-0.0007011673197378453,eV/L0
joint_trial,3,6,-4,0.0008425274781973669,-0.0003213626802987644,0.0003052704677802934,eV/L0
joint_trial,3,6,-3,0.002212644239739353,-0.0011890962464882586,-0.00030535079219407626,eV/L0
joint_trial,3,6,-2,0.0029085870324828066,-0.0012105183556096735,0.00011184273621264177,eV/L0
joint_trial,3,6,-1,0.002322870338831378,-0.001431075429734288,0.0002639374332994086,eV/L0
joint_trial,3,6,0,0.001684125426938845,-0.003005006046625538,-0.0016240575652853597,eV/L0
joint_trial,3,6,1,0.001237523985505363,0.00010067160714679048,-0.0019807575064731834,eV/L0
joint_trial,3,6,2,0.0007791471915353837,-0.0001204078278138188,-8.597704576613081e-05,eV/L0
joint_trial,3,6,3,0.00047506664994790074,0.0006214581476783847,7.647755320240879e-06,eV/L0
joint_trial,3,6,4,0.00029742607446952413,-0.00017759527124802522,-0.0003975129491715269,eV/L0
joint_trial,3,6,5,2.0836580569856684e-05,5.83112742998408e-05,8.894777570681503e-05,eV/L0
joint_trial,3,7,-8,-0.00031759262807963795,2.6820545338309447e-05,0.0003259014833840329,eV/L0
joint_trial,3,7,-7,-0.0003391799433846103,-0.000206347972327091,0.0005028929616419051,eV/L0
joint_trial,3,7,-6,-2.2270462644357915e-05,0.00025570070133778503,-0.00032558131893856525,eV/L0
joint_trial,3,7,-5,0.00046655840718587833,-0.00017462211745722676,0.00017428344269990322,eV/L0
joint_trial,3,7,-4,0.0011836210864169833,-0.0004650480919878401,-0.0002550357755519615,eV/L0
joint_trial,3,7,-3,0.0017553215920494277,-0.0006825552228577846,8.398660413744049e-05,eV/L0
joint_trial,3,7,-2,0.001829703803589534,-0.0007042970844694873,-1.2792388641035507e-05,eV/L0
joint_trial,3,7,-1,0.001412559037640331,-0.0007063466405149934,0.00023039280315048308,eV/L0
joint_trial,3,7,0,0.0011442281199801302,-0.0018348442844215564,-0.0014671383183307266,eV/L0
joint_trial,3,7,1,0.0009624858291275465,0.0001192656899463997,-0.0017880177449949356,eV/L0
joint_trial,3,7,2,0.000749537904327411,-3.5275720703856366e-05,-0.00025681836393005663,eV/L0
joint_trial,3,7,3,0.0005742725668911076,-0.0001603351488912363,-0.000397811005835312,eV/L0
joint_trial,3,7,4,0.00027269218829829454,-6.09055481114528e-05,9.252193506499653e-05,eV/L0
joint_trial,3,8,-7,4.732328217836527e-05,-0.0002645166952382692,0.00039468359135714267,eV/L0
joint_trial,3,8,-6,0.00019546937878861466,-0.0003039669853091917,0.0004103688491587374,eV/L0
joint_trial,3,8,-5,0.0006284321947841129,-0.0001471899155313699,-0.00012584972316843207,eV/L0
joint_trial,3,8,-4,0.0010618402976627194,-0.00035133414646601783,0.00010438419292521905,eV/L0
joint_trial,3,8,-3,0.0012695417754722748,-0.0003823393525000564,3.3665737793368036e-05,eV/L0
joint_trial,3,8,-2,0.0012086194509917866,-0.00028071723443293687,-2.2768133237941272e-05,eV/L0
joint_trial,3,8,-1,0.0009935169237874667,-0.00033904789537418016,-4.1379599426245224e-05,eV/L0
joint_trial,3,8,0,0.0008660946315761095,-0.0010271083845814985,-0.001271740963447792,eV/L0
joint_trial,3,8,1,0.0007944218824841528,4.797351576848905e-05,-0.001679624491305751,eV/L0
joint_trial,3,8,2,0.0006644164405448588,-0.000907720206199994,-0.000160808891411065,eV/L0
joint_trial,3,8,3,0.0004951447910583509,-0.0002248999691318011,0.00035916760992028385,eV/L0
joint_trial,3,9,-6,0.00039816576805144164,-0.0003234876268011803,9.99624598047563e-05,eV/L0
joint_trial,3,9,-5,0.0006157231626815539,-0.00034256578803308234,0.00020863371602152233,eV/L0
joint_trial,3,9,-4,0.0008223093334606574,-0.00018743622483259013,0.00012246957999222303,eV/L0
joint_trial,3,9,-3,0.0008957054599427886,-4.527145890583066e-05,4.81098277934056e-05,eV/L0
joint_trial,3,9,-2,0.0008731440278744795,-2.9608026418943624e-05,-0.00011590793791835417,eV/L0
joint_trial,3,9,-1,0.0007868890588100193,-0.00019775498046595112,-5.6407370242941486e-05,eV/L0
joint_trial,3,9,0,0.0007460823042617864,-0.0010715436343378237,-0.0007769730295850164,eV/L0
joint_trial,3,9,1,0.0006484291146460845,-0.0009768032336360476,-0.000423742779448085,eV/L0
joint_trial,5,-9,0,0.0005773469296575173,0.0008771767795935824,0.0002501470675903475,eV/L0
joint_trial,5,-9,1,0.0006289005641258225,0.0008780821567820658,0.0005403378801851734,eV/L0
joint_trial,5,-9,2,0.0006508064151478849,0.00023627255205248962,0.00010403532758522539,eV/L0
joint_trial,5,-9,3,0.0006983251723974655,4.9232065435114506e-05,0.00012845909033663976,eV/L0
joint_trial,5,-9,4,0.0007234615230568413,3.5148667017975395e-05,9.214563422865605e-06,eV/L0
joint_trial,5,-9,5,0.0007155799695009476,0.00010318591523861166,-9.355862828454138e-05,eV/L0
joint_trial,5,-9,6,0.0006530631781924096,0.000321154997507921,-8.614390798880664e-05,eV/L0
joint_trial,5,-9,7,0.0004087473169900468,0.0002627249207759183,-9.278112348312343e-05,eV/L0
joint_trial,5,-8,-2,0.0005167369405602789,0.00020220341408750346,-0.000289746329741317,eV/L0
joint_trial,5,-8,-1,0.0005908373491121352,0.0008207716759298615,0.00018645012478675092,eV/L0
joint_trial,5,-8,0,0.0006553557224055964,-2.192504407371242e-05,0.0013460493934035105,eV/L0
joint_trial,5,-8,1,0.0006840687769011493,0.000679574597248697,0.0010028921470211908,eV/L0
joint_trial,5,-8,2,0.0007563477552528217,0.00022858117620446806,0.0001388618619899028,eV/L0
joint_trial,5,-8,3,0.0008966144011944625,0.0002190416337809615,8.194007867983659e-05,eV/L0
joint_trial,5,-8,4,0.000978489509692105,0.00022270976355475843,-7.603236490768963e-05,eV/L0
